Customer_ID,upsell_xsell,churn
9645,0,0
9652,0,0
9660,0,0
9666,0,0
9667,0,0
9669,0,0
9671,0,0
9673,0,0
9692,0,0
9697,0,0
9699,0,0
9703,0,0
9704,0,0
9711,0,0
9712,0,0
9714,0,0
9722,0,0
9725,0,0
9728,0,0
9730,0,0
9731,0,0
9733,0,0
9738,1,0
9739,0,0
9748,0,0
9752,0,0
9763,0,0
9773,0,0
9795,0,0
9799,0,0
9817,0,0
9821,0,0
9828,0,0
9834,0,0
9843,0,0
9856,0,0
9871,0,0
9875,0,0
9876,0,0
9883,0,0
9895,0,0
9897,1,0
9899,0,0
9901,0,0
9903,1,0
9904,0,0
9907,0,0
9910,0,0
9919,0,0
9925,0,0
9930,0,0
9933,1,0
9953,0,0
9956,0,0
9962,0,0
9968,0,0
9972,0,0
9983,0,0
9985,0,0
9986,0,0
9989,0,0
9990,0,0
9991,0,0
9992,0,0
9993,0,1
10006,0,0
10009,0,0
10017,1,0
10018,0,0
10022,1,0
10026,0,0
10027,0,0
10028,0,0
10034,0,0
10040,0,0
10052,0,0
10056,0,0
10061,0,0
10064,0,0
10067,0,0
10082,0,0
10084,0,0
10086,0,0
10088,0,0
10089,0,0
10092,0,0
10100,0,0
10106,0,0
10111,0,0
10116,0,0
10120,1,0
10121,0,0
10126,0,0
10134,0,0
10137,0,0
10155,0,0
10157,0,0
10164,0,0
10175,0,0
10182,0,0
10186,0,0
10200,0,0
10210,0,0
10213,0,0
10216,0,0
10217,0,1
10223,0,0
10225,0,0
10228,0,0
10233,0,0
10234,0,0
10238,0,0
10240,0,0
10241,0,0
10244,0,0
10260,0,0
10266,0,0
10267,0,0
10269,1,0
10280,0,1
10284,0,0
10287,0,0
10291,0,0
10293,0,1
10296,0,0
10300,0,0
10304,0,0
10305,0,1
10311,0,0
10318,0,0
10322,0,0
10327,0,1
10329,0,0
10344,1,0
10346,0,0
10349,0,0
10353,0,0
10354,0,0
10365,0,0
10372,1,0
10374,1,0
10375,0,0
10382,0,0
10385,0,0
10387,0,0
10390,0,0
10406,0,0
10409,0,0
10416,0,0
10433,1,0
10436,0,0
10439,0,0
10441,1,0
10455,0,0
10458,0,1
10467,0,0
10468,1,0
10469,0,1
10470,0,0
10472,0,0
10474,0,0
10475,0,0
10480,0,0
10482,0,0
10483,0,0
10484,0,0
10488,0,0
10495,0,0
10504,1,0
10511,0,0
10523,0,0
10525,0,0
10528,0,0
10538,0,0
10542,0,0
10543,0,0
10544,0,0
10546,0,0
10553,0,0
10555,0,0
10558,1,0
10571,0,0
10576,0,0
10579,0,0
10584,0,0
10591,0,0
10593,0,0
10595,0,0
10596,0,0
10598,0,0
10604,0,0
10607,0,0
10611,0,0
10612,0,0
10618,0,0
10619,0,0
10621,1,0
10623,0,0
10624,0,0
10625,0,0
10626,0,0
10628,0,0
10637,0,0
10643,0,0
10650,0,0
10653,0,0
10656,1,0
10657,0,0
10668,0,0
10680,0,0
10683,0,0
10696,0,0
10714,0,0
10721,0,0
10724,0,0
10800,0,0
10823,0,0
10856,0,0
10938,0,0
11017,0,0
11081,0,0
11144,0,0
11404,0,0
11869,0,0
12076,0,0
12077,0,0
12137,0,0
12220,0,0
12246,0,0
12262,0,0
12409,0,0
12450,0,0
12465,0,0
12753,0,0
12848,0,0
12972,0,0
13033,0,0
13087,0,0
13283,0,0
13429,0,0
13439,0,0
13470,0,0
13524,1,1
13790,0,0
13913,0,0
14079,0,0
14523,0,0
15161,0,0
16713,0,0
16957,0,0
17176,0,0
17329,0,0
17470,0,0
17503,0,0
17850,0,0
18133,0,0
18256,0,0
18322,0,0
18376,0,0
18460,0,0
19123,0,0
19240,0,0
19333,0,0
20374,0,0
20532,0,0
20621,0,0
20706,0,0
20870,0,0
20933,0,0
21384,0,0
21411,0,1
21548,0,0
21564,0,0
21735,1,0
22230,0,0
22296,0,1
22407,0,0
22502,0,0
23053,0,0
23163,1,0
23592,0,0
24536,0,0
25045,0,0
25072,0,0
25096,0,0
25198,0,0
25300,0,0
25373,0,0
25860,0,0
25967,0,0
26113,0,0
26188,0,0
26279,0,0
26294,0,0
26406,0,0
26681,0,0
26721,0,0
26784,0,0
26982,0,0
27166,0,0
27633,0,0
27761,0,0
28077,0,0
28637,0,1
28949,0,0
29141,0,0
29355,0,0
29625,0,0
29868,0,0
29889,1,0
30423,1,0
30527,0,0
30578,0,0
30711,0,0
30794,0,0
31035,0,0
32110,1,0
32133,0,0
32140,0,0
32262,0,0
32388,0,0
32825,0,0
33559,0,0
33880,0,0
34187,0,0
34538,0,0
34691,1,0
35014,0,0
35796,0,0
35958,0,0
36110,0,0
36300,1,0
36334,0,0
36353,0,0
36943,0,0
37133,0,0
37507,0,0
37649,0,0
37911,0,1
37922,0,0
38350,0,0
38466,1,1
38664,0,0
39445,0,0
39947,0,0
39962,0,0
40699,0,0
41405,0,0
41571,0,0
41688,0,0
41707,0,0
43181,0,0
43248,0,0
43720,0,0
44779,0,0
45077,0,0
45128,0,0
45267,0,0
45476,0,0
45973,0,1
46315,0,0
46494,1,0
46698,0,0
47560,0,0
47984,1,0
48073,0,0
48611,0,0
48778,0,0
48907,1,0
49109,0,0
49316,1,0
49913,0,0
50267,0,0
50314,0,0
51187,0,0
51321,0,0
51427,0,0
51478,0,0
51856,0,0
52351,0,0
52498,0,0
53569,0,0
53807,0,0
54224,1,0
54414,0,1
54661,1,0
54702,0,0
55632,0,0
55911,0,0
56046,0,0
56129,1,0
56131,0,0
56148,0,0
56341,0,0
56492,0,0
56550,0,0
56974,0,0
57105,0,0
57478,0,0
57613,0,0
57847,0,0
58026,0,0
58308,0,0
58342,0,0
58536,0,0
58570,0,0
59001,0,0
59046,0,0
59257,0,0
59312,0,0
59452,0,0
59456,0,0
59712,0,0
59798,0,0
59832,0,0
60145,1,0
60342,0,0
60388,0,0
61697,1,0
61801,0,0
62124,0,0
62292,1,0
62889,0,0
62896,0,0
63801,0,0
63835,0,0
64079,0,0
64255,0,0
64306,1,0
64707,0,0
64754,1,0
65084,0,0
65323,1,0
65342,0,0
65363,0,0
65383,0,0
65392,0,0
65852,1,0
65855,0,0
65864,0,0
65904,0,0
66062,0,0
66670,0,0
66930,0,0
67016,1,0
67571,0,0
67958,0,0
68290,0,0
68508,1,0
69226,0,0
69435,0,0
69993,0,0
70154,0,0
70592,0,0
70852,0,0
70988,0,0
71078,0,1
71255,0,0
71345,1,0
71885,0,0
71968,0,0
72091,0,0
72116,0,0
72141,0,0
72420,0,0
72423,0,0
72533,1,0
72597,0,0
72717,0,0
72851,0,0
72918,0,0
72982,1,1
73091,0,0
73133,0,0
73312,0,0
73422,0,0
73577,0,0
73605,0,0
73612,1,0
73628,0,0
73637,0,0
73642,0,0
73643,0,0
73645,0,0
73650,0,0
73651,0,0
73652,1,0
73653,0,0
73660,0,0
73663,0,0
73665,0,0
73670,0,0
73671,0,0
73673,0,0
73683,0,0
73687,1,0
73693,0,1
73699,0,0
73706,0,0
73708,0,0
73714,0,0
73715,0,0
73716,0,0
73721,0,0
73722,0,1
73723,0,0
73726,0,0
73736,0,0
73737,0,0
73740,0,0
73745,0,0
73748,1,0
73750,0,0
73754,0,0
73756,0,0
73759,0,0
73760,0,0
73766,0,0
73772,0,0
73774,0,0
73775,0,0
73776,1,0
73777,0,0
73778,0,0
73782,0,0
73791,0,0
73792,0,0
73793,0,0
73798,1,0
73799,0,0
73804,0,0
73806,0,0
73809,0,0
73810,0,0
73812,0,0
73813,0,0
73815,0,0
73816,0,0
73821,1,0
73822,0,0
73825,0,0
73828,0,0
73831,0,0
73833,0,0
73834,0,1
73837,0,0
73839,0,0
73841,0,0
73842,0,0
73843,0,0
73846,0,0
73851,0,0
73855,0,0
73856,1,0
73859,0,0
73862,0,1
73869,0,0
73877,0,0
73878,0,0
73879,0,0
73880,0,0
73882,0,0
73885,1,0
73895,0,0
73899,0,0
73900,0,0
73906,0,0
73911,0,0
73912,0,0
73913,0,0
73916,0,0
73925,0,0
73927,1,0
73931,0,0
73933,0,0
73935,0,0
73936,0,0
73937,1,0
73942,0,0
73946,0,0
73947,0,0
73950,0,0
73957,0,0
73960,0,0
73961,0,0
73962,0,0
73963,0,0
73967,0,0
73968,0,0
73975,0,0
73977,0,0
73978,0,0
73980,1,0
73985,0,0
73992,0,0
73994,0,0
73995,0,0
73997,0,0
74001,0,0
74008,0,0
74009,0,0
74010,0,0
74019,0,0
74021,0,0
74022,0,0
74024,0,0
74027,0,0
74029,1,0
74035,0,0
74039,0,0
74041,0,0
74043,0,0
74045,0,0
74046,0,0
74050,0,0
74053,0,0
74059,0,0
74061,0,0
74062,1,0
74064,0,0
74065,0,0
74070,0,0
74071,0,0
74076,0,0
74088,0,0
74089,0,0
74091,1,0
74095,0,0
74110,0,0
74112,0,0
74116,1,0
74119,0,0
74122,0,0
74123,1,0
74126,0,0
74139,0,0
74143,0,0
74147,0,0
74148,0,0
74150,0,0
74151,0,0
74154,0,0
74158,1,0
74159,0,0
74161,1,0
74170,0,0
74173,0,0
74174,0,0
74179,0,0
74182,1,0
74185,0,0
74195,0,0
74197,0,0
74199,0,0
74200,0,0
74201,0,0
74205,0,0
74208,1,0
74211,0,0
74212,0,0
74214,0,0
74216,0,0
74217,0,0
74218,0,0
74221,0,0
74222,0,0
74234,0,0
74235,0,0
74238,0,0
74240,0,0
74242,0,0
74243,0,0
74245,0,0
74246,0,0
74251,0,0
74253,0,0
74254,0,0
74262,0,0
74263,0,0
74265,0,0
74266,0,0
74268,0,0
74275,0,0
74278,0,0
74279,0,0
74283,0,0
74286,0,0
74287,1,0
74289,0,0
74292,1,0
74300,0,0
74302,0,0
74306,0,0
74313,0,0
74315,0,0
74317,0,0
74325,1,0
74330,0,0
74332,0,0
74333,0,0
74345,0,0
74347,0,0
74357,0,0
74360,0,0
74364,0,0
74368,0,0
74370,0,0
74371,0,0
74374,0,0
74376,1,0
74377,0,0
74382,0,0
74383,1,0
74393,0,0
74395,0,0
74400,0,0
74411,0,0
74416,0,0
74417,0,0
74420,0,0
74421,0,0
74423,0,0
74426,1,0
74427,0,0
74437,0,0
74441,0,0
74449,0,0
74450,1,0
74451,0,0
74456,0,0
74457,0,0
74459,1,0
74460,1,0
74466,0,0
74469,0,0
74470,0,1
74473,0,0
74475,0,0
74479,0,0
74482,0,0
74491,0,0
74494,0,0
74497,1,0
74501,0,0
74503,0,0
74504,0,0
74505,0,0
74509,0,0
74523,0,0
74531,0,0
74532,0,0
74536,0,0
74540,0,0
74541,0,0
74542,0,0
74546,0,0
74549,0,0
74551,0,0
74557,0,0
74559,1,0
74560,0,0
74561,0,0
74567,0,0
74568,0,0
74578,0,0
74582,0,0
74591,1,0
74592,0,0
74595,0,0
74596,1,0
74602,0,0
74605,0,0
74606,0,0
74615,0,0
74617,0,0
74627,0,0
74628,0,0
74629,1,0
74632,0,0
74634,1,0
74636,0,0
74640,0,0
74644,0,0
74652,0,0
74655,1,0
74656,0,0
74660,0,0
74662,0,0
74666,0,0
74670,0,0
74671,1,0
74673,0,0
74674,0,0
74679,1,0
74681,0,0
74682,1,0
74683,0,0
74684,0,0
74688,0,0
74692,0,0
74696,1,0
74698,0,0
74700,0,0
74701,0,0
74703,0,0
74705,0,0
74708,0,0
74712,0,0
74713,0,0
74714,0,0
74716,0,0
74717,0,1
74718,0,0
74726,0,0
74733,0,0
74736,0,0
74739,0,0
74741,0,0
74743,1,0
74745,0,0
74747,0,0
74748,0,0
74751,0,0
74762,0,0
74767,0,0
74772,0,0
74774,0,0
74775,0,0
74784,1,0
74791,1,0
74792,0,0
74798,0,0
74808,0,0
74818,0,0
74820,0,0
74828,0,0
74832,0,0
74834,0,0
74836,0,0
74842,0,0
74845,0,1
74850,0,0
74859,1,0
74860,0,0
74861,1,0
74868,0,0
74875,0,0
74876,0,0
74882,0,0
74883,0,0
74885,0,0
74888,0,0
74893,0,0
74901,0,0
74903,0,0
74905,0,0
74907,0,0
74909,1,0
74910,0,0
74917,0,0
74919,0,0
74924,0,0
74927,0,0
74931,0,0
74935,0,0
74936,0,0
74939,0,0
74941,0,0
74943,0,0
74946,0,1
74947,1,0
74948,0,0
74949,0,0
74951,0,0
74954,1,0
74956,1,0
74958,0,0
74961,0,0
74963,0,0
74969,0,0
74974,0,0
74977,1,0
74981,0,0
74984,0,0
74989,0,0
74993,0,1
75000,1,0
75013,0,0
75016,0,0
75017,0,0
75022,0,0
75023,0,0
75028,0,0
75030,0,0
75031,0,0
75039,0,0
75042,0,0
75049,0,0
75058,0,0
75065,1,1
75066,0,0
75067,0,0
75073,0,0
75075,0,0
75078,1,0
75079,0,0
75081,0,0
75083,0,0
75085,0,0
75092,0,0
75094,0,0
75095,1,0
75096,0,0
75097,0,0
75099,0,0
75102,0,0
75104,0,0
75111,0,0
75113,0,0
75116,0,0
75118,0,0
75128,0,0
75133,0,1
75134,0,0
75135,0,0
75146,0,0
75148,0,0
75149,0,0
75150,0,0
75152,0,0
75155,0,1
75159,0,0
75161,0,0
75170,0,0
75172,1,0
75173,0,0
75181,0,0
75182,0,0
75185,0,0
75191,0,0
75207,0,0
75208,0,0
75210,0,0
75215,0,0
75216,0,0
75220,0,0
75224,0,0
75225,0,0
75226,0,0
75228,0,0
75231,0,0
75233,1,0
75234,0,0
75238,0,0
75239,0,0
75242,0,0
75243,0,0
75244,0,0
75247,0,0
75260,0,0
75261,0,0
75267,0,0
75268,0,0
75269,0,0
75270,0,0
75271,0,0
75273,0,0
75276,0,0
75278,0,0
75290,0,0
75291,0,0
75292,0,0
75295,0,0
75297,1,0
75303,0,0
75307,1,0
75308,0,0
75310,0,0
75311,0,0
75312,0,0
75315,0,0
75316,1,0
75317,0,0
75319,1,0
75321,0,0
75322,0,1
75323,1,0
75325,0,0
75327,0,0
75333,0,0
75336,0,0
75337,1,0
75339,0,0
75342,0,0
75344,0,0
75346,0,0
75349,0,0
75350,0,0
75351,0,0
75354,0,0
75360,0,0
75364,0,0
75365,0,0
75371,0,0
75372,0,0
75373,0,0
75374,0,0
75378,0,0
75382,0,0
75386,0,0
75388,0,0
75389,0,0
75395,0,0
75399,0,0
75401,0,0
75404,0,0
75406,0,0
75416,0,0
75421,0,0
75422,0,0
75424,0,0
75425,0,0
75426,1,0
75430,0,0
75431,0,0
75432,0,0
75437,0,0
75438,0,0
75441,1,0
75442,1,0
75444,0,0
75445,1,0
75447,1,0
75449,0,0
75450,0,0
75454,1,0
75464,0,0
75469,0,0
75470,0,0
75471,0,0
75473,0,0
75478,0,0
75482,0,0
75486,0,0
75488,0,0
75490,0,0
75491,0,0
75496,0,0
75499,0,0
75501,1,0
75502,0,0
75503,0,0
75504,0,0
75508,0,0
75510,0,0
75515,1,0
75517,0,0
75520,0,0
75522,0,0
75530,0,0
75532,0,0
75536,0,0
75547,0,0
75553,0,0
75555,0,0
75558,0,0
75561,0,0
75562,0,0
75578,0,0
75586,0,0
75588,0,0
75591,1,0
75593,0,0
75594,0,0
75600,0,0
75611,0,0
75613,1,0
75618,0,0
75619,0,0
75622,0,0
75625,0,0
75630,0,0
75631,0,0
75633,0,0
75636,0,0
75640,0,0
75641,0,0
75643,0,0
75649,0,0
75650,0,0
75653,0,1
75655,0,0
75660,0,0
75667,1,0
75670,0,1
75672,1,0
75674,1,0
75676,0,0
75679,0,0
75680,0,0
75681,0,0
75683,0,0
75692,0,0
75696,0,0
75698,0,0
75699,1,0
75704,0,0
75712,0,0
75716,0,0
75723,0,0
75724,0,0
75731,0,0
75732,0,1
75733,0,0
75740,0,0
75744,0,0
75748,0,0
75751,0,0
75752,0,0
75753,0,0
75754,0,0
75756,0,0
75758,0,0
75762,1,0
75767,0,0
75768,0,0
75781,0,0
75783,1,0
75787,0,0
75788,1,0
75793,0,0
75794,1,0
75795,0,0
75799,0,0
75800,0,0
75801,0,0
75806,0,0
75809,0,0
75815,0,0
75816,0,1
75820,0,0
75822,0,0
75826,0,0
75832,0,0
75833,0,0
75836,1,0
75837,0,0
75840,0,0
75842,0,0
75844,0,0
75846,0,0
75847,0,0
75848,0,0
75850,0,0
75853,0,0
75854,0,0
75855,0,0
75856,0,0
75860,0,0
75863,0,0
75865,0,0
75877,1,0
75884,0,0
75885,0,0
75887,1,0
75888,0,0
75893,0,0
75894,0,0
75901,1,0
75902,0,1
75905,0,0
75907,0,0
75911,0,0
75912,0,0
75913,1,0
75919,0,0
75925,1,0
75926,0,0
75929,0,0
75932,0,0
75935,0,0
75940,0,0
75943,1,0
75946,0,0
75952,0,0
75957,0,0
75961,0,0
75962,0,0
75969,0,0
75971,0,0
75973,0,0
75976,1,0
75977,0,0
75981,0,0
75982,0,0
75987,0,0
76009,0,0
76014,0,0
76027,0,0
76028,0,0
76031,0,0
76044,0,0
76045,0,0
76046,0,0
76047,0,0
76050,0,0
76054,0,0
76058,1,0
76059,0,0
76061,0,0
76063,0,0
76065,0,0
76074,1,0
76077,0,0
76080,0,0
76081,0,0
76082,0,0
76083,1,0
76084,0,0
76086,0,0
76088,0,0
76089,0,0
76090,0,0
76092,0,0
76094,1,0
76095,1,0
76101,0,0
76102,0,0
76103,0,0
76104,0,0
76108,0,0
76109,0,0
76110,0,0
76111,0,0
76112,0,0
76113,0,0
76117,0,0
76119,0,0
76123,0,0
76124,0,0
76125,0,0
76126,0,0
76129,0,0
76137,0,0
76139,0,0
76140,1,0
76144,0,0
76146,0,0
76149,1,0
76163,0,0
76165,1,0
76168,0,0
76172,0,0
76174,0,0
76183,0,0
76185,0,0
76187,0,0
76188,1,0
76191,0,0
76193,1,0
76194,0,0
76197,0,0
76198,0,0
76199,0,0
76200,1,0
76201,0,0
76202,0,0
76205,0,0
76206,0,0
76208,0,0
76209,1,0
76210,0,0
76217,0,1
76218,0,0
76222,0,0
76223,0,0
76224,0,0
76236,0,1
76237,0,0
76239,1,0
76240,0,0
76241,0,0
76243,0,0
76246,0,0
76247,1,0
76249,0,0
76254,0,0
76257,0,0
76262,0,0
76265,0,0
76267,1,0
76268,0,0
76270,0,0
76271,0,0
76283,0,0
76284,0,0
76285,0,0
76288,0,1
76290,0,0
76291,0,0
76293,0,0
76294,0,0
76305,1,0
76307,1,0
76310,0,0
76315,0,0
76328,0,0
76331,0,0
76332,0,0
76336,0,1
76341,0,0
76354,0,1
76367,0,0
76369,0,0
76372,0,0
76379,0,0
76381,1,0
76382,0,0
76386,0,0
76408,0,0
76409,0,0
76416,0,0
76417,0,0
76418,0,0
76419,0,0
76422,0,0
76423,0,0
76426,0,0
76432,0,0
76437,1,0
76445,0,0
76447,0,0
76450,0,0
76454,0,0
76455,0,0
76456,0,0
76467,0,0
76469,0,0
76470,0,0
76471,0,0
76472,0,0
76478,1,0
76480,0,0
76483,0,0
76485,0,0
76487,0,0
76492,1,0
76499,0,0
76500,0,0
76512,1,0
76514,0,0
76516,0,0
76518,0,0
76523,0,0
76527,0,0
76528,0,0
76535,0,0
76542,0,0
76553,0,0
76555,0,0
76556,1,0
76568,0,0
76570,0,0
76587,0,0
76597,0,0
76601,0,0
76602,0,0
76604,0,0
76612,0,0
76614,0,0
76615,0,0
76620,0,0
76621,0,0
76622,0,0
76624,0,0
76626,0,0
76628,0,1
76635,0,0
76636,1,0
76639,0,0
76640,1,0
76642,0,0
76644,0,0
76647,0,0
76649,0,0
76653,0,0
76656,0,0
76657,0,0
76665,0,0
76673,0,0
76675,0,0
76676,0,0
76677,0,0
76683,0,0
76684,0,0
76685,0,0
76690,0,0
76692,0,0
76696,0,0
76704,0,0
76706,0,0
76708,0,0
76717,0,0
76720,0,0
76721,0,0
76727,1,0
76729,0,0
76730,0,0
76731,1,0
76733,0,0
76744,0,0
76746,0,0
76749,0,0
76756,1,0
76757,1,1
76758,0,0
76760,0,0
76762,0,0
76764,0,0
76766,0,0
76767,0,0
76783,0,0
76784,0,0
76791,0,0
76798,0,0
76799,0,0
76804,1,0
76807,1,0
76816,1,0
76823,0,0
76824,0,0
76829,0,0
76833,0,0
76835,0,0
76839,0,0
76841,0,1
76848,1,0
76851,0,0
76855,0,0
76856,0,0
76860,0,0
76861,0,0
76864,1,0
76871,1,0
76872,0,1
76873,0,0
76878,0,0
76887,0,1
76888,0,0
76890,0,0
76891,0,0
76892,1,0
76895,0,1
76900,0,0
76903,0,0
76906,0,0
76907,0,0
76909,0,0
76913,0,0
76914,1,0
76927,0,0
76928,1,0
76929,1,0
76930,0,0
76933,0,0
76937,0,0
76938,1,0
76939,0,0
76940,0,0
76944,0,0
76945,0,0
76946,0,0
76948,0,0
76949,0,0
76950,0,0
76951,0,0
76952,0,0
76953,1,0
76954,0,0
76955,0,0
76956,0,0
76962,0,0
76968,0,0
76971,0,0
76972,0,0
76977,1,0
76985,0,0
76988,0,0
76989,0,0
76991,0,0
76993,0,0
76994,0,0
76995,0,0
76998,0,0
77003,0,0
77012,0,0
77014,0,0
77020,0,0
77026,0,0
77030,0,0
77035,0,0
77036,0,0
77039,0,0
77041,0,0
77046,0,0
77049,1,0
77051,1,0
77054,0,0
77059,0,0
77062,0,0
77067,0,0
77070,0,0
77073,0,0
77079,0,0
77083,0,0
77089,0,0
77092,0,0
77093,0,0
77094,0,0
77095,0,0
77099,0,0
77110,0,0
77112,0,0
77117,0,0
77119,0,0
77122,0,0
77124,0,0
77126,0,0
77127,0,0
77131,0,0
77134,1,0
77145,0,0
77153,0,0
77158,0,1
77162,0,0
77163,0,1
77165,0,0
77166,0,0
77167,0,0
77169,0,0
77172,0,0
77177,0,0
77178,0,0
77186,1,0
77190,0,0
77191,0,0
77194,0,0
77195,0,0
77196,0,0
77197,0,0
77199,0,0
77201,0,0
77206,0,0
77210,0,0
77212,0,0
77213,0,0
77214,0,0
77215,0,0
77217,1,0
77223,0,0
77224,0,0
77226,0,0
77234,0,0
77235,0,0
77236,0,0
77240,0,0
77245,0,0
77246,1,0
77254,0,0
77256,0,0
77259,0,0
77267,1,0
77271,1,0
77273,1,0
77275,0,0
77278,1,0
77282,0,0
77283,1,0
77284,0,0
77292,1,0
77293,0,0
77296,0,0
77302,0,0
77309,0,0
77314,0,0
77322,0,0
77324,0,0
77325,0,0
77326,0,0
77328,0,0
77332,0,0
77334,1,0
77337,0,0
77338,1,0
77341,1,0
77343,1,0
77344,1,0
77346,1,0
77350,1,0
77351,1,0
77352,0,0
77355,1,0
77358,0,0
77359,0,0
77361,0,0
77364,0,0
77370,0,0
77371,0,0
77372,0,0
77375,0,0
77381,0,0
77386,0,0
77387,0,0
77391,0,0
77393,0,0
77396,1,0
77401,0,1
77409,0,0
77411,0,0
77423,0,0
77432,0,0
77435,1,0
77439,0,0
77440,0,0
77445,0,0
77451,0,0
77457,0,0
77459,0,0
77460,0,0
77461,1,0
77465,0,0
77470,0,0
77471,0,0
77474,0,0
77475,0,0
77476,0,0
77477,0,0
77478,1,0
77483,0,0
77485,0,0
77487,0,0
77494,0,0
77497,1,0
77500,0,1
77508,0,0
77509,0,0
77510,0,0
77517,0,1
77518,0,0
77522,1,0
77527,0,0
77530,0,0
77531,1,0
77560,0,0
77565,0,0
77574,0,0
77583,1,0
77594,0,0
77597,1,0
77626,0,0
77630,1,0
77641,0,0
77643,0,0
77644,0,0
77647,0,0
77650,0,0
77652,0,0
77653,0,0
77664,0,0
77687,0,0
77689,0,0
77690,1,0
77693,0,0
77699,0,0
77703,0,0
77714,0,0
77716,0,0
77717,0,0
77720,0,0
77726,0,0
77728,1,0
77735,0,0
77755,0,0
77757,0,0
77759,0,0
77760,0,0
77764,0,0
77766,0,0
77772,0,0
77779,0,0
77784,0,0
77785,0,0
77786,0,0
77792,1,0
77796,0,0
77797,0,0
77798,0,0
77799,0,0
77801,0,0
77804,0,0
77806,0,0
77812,1,0
77819,0,0
77822,0,0
77827,0,0
77830,0,0
77841,0,0
77849,0,0
77856,0,0
77860,0,0
77862,0,0
77863,0,0
